0.759375,tensor(3.2787, dtype=torch.float64, grad_fn=<AddBackward0>)
0.759375,tensor(3.3077, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7343750000000001,tensor(3.3195, dtype=torch.float64, grad_fn=<AddBackward0>)
0.725,tensor(3.2964, dtype=torch.float64, grad_fn=<AddBackward0>)
0.709375,tensor(3.2808, dtype=torch.float64, grad_fn=<AddBackward0>)
0.725,tensor(3.2907, dtype=torch.float64, grad_fn=<AddBackward0>)
0.775,tensor(3.2559, dtype=torch.float64, grad_fn=<AddBackward0>)
0.78125,tensor(3.2925, dtype=torch.float64, grad_fn=<AddBackward0>)
0.765625,tensor(3.3103, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7499999999999999,tensor(3.2806, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7125,tensor(3.3197, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7375,tensor(3.2985, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7375,tensor(3.3251, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7187500000000001,tensor(3.3308, dtype=torch.float64, grad_fn=<AddBackward0>)
0.71875,tensor(3.3068, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7156250000000001,tensor(3.3597, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7562500000000001,tensor(3.3476, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7468749999999998,tensor(3.2918, dtype=torch.float64, grad_fn=<AddBackward0>)
0.753125,tensor(3.2702, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7718749999999999,tensor(3.2511, dtype=torch.float64, grad_fn=<AddBackward0>)
0.74375,tensor(3.2753, dtype=torch.float64, grad_fn=<AddBackward0>)
0.746875,tensor(3.2693, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7812499999999999,tensor(3.2389, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7468750000000001,tensor(3.2833, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7437500000000001,tensor(3.3157, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7875,tensor(3.2809, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7625000000000001,tensor(3.3038, dtype=torch.float64, grad_fn=<AddBackward0>)
0.759375,tensor(3.3042, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7437500000000001,tensor(3.2422, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7406250000000001,tensor(3.2587, dtype=torch.float64, grad_fn=<AddBackward0>)
0.746875,tensor(3.3224, dtype=torch.float64, grad_fn=<AddBackward0>)
0.746875,tensor(3.3254, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7593750000000001,tensor(3.3148, dtype=torch.float64, grad_fn=<AddBackward0>)
0.78125,tensor(3.2574, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7875000000000001,tensor(3.1797, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7625,tensor(3.2441, dtype=torch.float64, grad_fn=<AddBackward0>)
0.78125,tensor(3.3103, dtype=torch.float64, grad_fn=<AddBackward0>)
0.796875,tensor(3.2915, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7999999999999999,tensor(3.2731, dtype=torch.float64, grad_fn=<AddBackward0>)
0.8062500000000001,tensor(3.2460, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7906249999999998,tensor(3.2570, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7718750000000001,tensor(3.2735, dtype=torch.float64, grad_fn=<AddBackward0>)
0.74375,tensor(3.2796, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7562500000000001,tensor(3.2618, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7718750000000001,tensor(3.2554, dtype=torch.float64, grad_fn=<AddBackward0>)
0.775,tensor(3.2776, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7875,tensor(3.2419, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7656249999999999,tensor(3.2390, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7468749999999998,tensor(3.2948, dtype=torch.float64, grad_fn=<AddBackward0>)
0.75,tensor(3.3434, dtype=torch.float64, grad_fn=<AddBackward0>)
0.778125,tensor(3.3189, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7656249999999999,tensor(3.2944, dtype=torch.float64, grad_fn=<AddBackward0>)
0.75625,tensor(3.2523, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7531249999999999,tensor(3.2454, dtype=torch.float64, grad_fn=<AddBackward0>)
0.740625,tensor(3.2439, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7250000000000001,tensor(3.2173, dtype=torch.float64, grad_fn=<AddBackward0>)
0.746875,tensor(3.2017, dtype=torch.float64, grad_fn=<AddBackward0>)
0.76875,tensor(3.2548, dtype=torch.float64, grad_fn=<AddBackward0>)
0.740625,tensor(3.3081, dtype=torch.float64, grad_fn=<AddBackward0>)
0.775,tensor(3.2556, dtype=torch.float64, grad_fn=<AddBackward0>)
0.753125,tensor(3.2941, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7124999999999999,tensor(3.3207, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7312500000000001,tensor(3.3094, dtype=torch.float64, grad_fn=<AddBackward0>)
0.746875,tensor(3.3429, dtype=torch.float64, grad_fn=<AddBackward0>)
0.740625,tensor(3.3725, dtype=torch.float64, grad_fn=<AddBackward0>)
0.71875,tensor(3.3638, dtype=torch.float64, grad_fn=<AddBackward0>)
0.721875,tensor(3.3415, dtype=torch.float64, grad_fn=<AddBackward0>)
0.725,tensor(3.3216, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7531249999999999,tensor(3.2718, dtype=torch.float64, grad_fn=<AddBackward0>)
0.75625,tensor(3.2743, dtype=torch.float64, grad_fn=<AddBackward0>)
0.71875,tensor(3.2919, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7531249999999999,tensor(3.2750, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7718750000000001,tensor(3.2934, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7437499999999999,tensor(3.3087, dtype=torch.float64, grad_fn=<AddBackward0>)
0.73125,tensor(3.2987, dtype=torch.float64, grad_fn=<AddBackward0>)
0.71875,tensor(3.2655, dtype=torch.float64, grad_fn=<AddBackward0>)
0.734375,tensor(3.2519, dtype=torch.float64, grad_fn=<AddBackward0>)
0.75,tensor(3.2770, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7281249999999999,tensor(3.3257, dtype=torch.float64, grad_fn=<AddBackward0>)
0.71875,tensor(3.3441, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7468750000000001,tensor(3.3005, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7437499999999999,tensor(3.2519, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7468750000000001,tensor(3.3046, dtype=torch.float64, grad_fn=<AddBackward0>)
0.771875,tensor(3.2975, dtype=torch.float64, grad_fn=<AddBackward0>)
0.75625,tensor(3.3019, dtype=torch.float64, grad_fn=<AddBackward0>)
0.75,tensor(3.3446, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7437499999999999,tensor(3.2929, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7093750000000001,tensor(3.3158, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7093750000000001,tensor(3.3381, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7375,tensor(3.3168, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7437499999999999,tensor(3.3051, dtype=torch.float64, grad_fn=<AddBackward0>)
0.76875,tensor(3.2957, dtype=torch.float64, grad_fn=<AddBackward0>)
0.775,tensor(3.2556, dtype=torch.float64, grad_fn=<AddBackward0>)
0.76875,tensor(3.2791, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7718750000000001,tensor(3.3144, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7406250000000002,tensor(3.3319, dtype=torch.float64, grad_fn=<AddBackward0>)
0.753125,tensor(3.3448, dtype=torch.float64, grad_fn=<AddBackward0>)
0.746875,tensor(3.3117, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7499999999999999,tensor(3.2561, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7875,tensor(3.2709, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7625,tensor(3.2755, dtype=torch.float64, grad_fn=<AddBackward0>)
0.765625,tensor(3.2358, dtype=torch.float64, grad_fn=<AddBackward0>)
0.778125,tensor(3.2611, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7374999999999999,tensor(3.2694, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7312499999999998,tensor(3.3213, dtype=torch.float64, grad_fn=<AddBackward0>)
0.728125,tensor(3.3528, dtype=torch.float64, grad_fn=<AddBackward0>)
0.703125,tensor(3.3416, dtype=torch.float64, grad_fn=<AddBackward0>)
0.734375,tensor(3.3197, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7687499999999999,tensor(3.2415, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7437500000000001,tensor(3.2757, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7499999999999999,tensor(3.3329, dtype=torch.float64, grad_fn=<AddBackward0>)
0.79375,tensor(3.2848, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7875,tensor(3.2864, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7875000000000001,tensor(3.2734, dtype=torch.float64, grad_fn=<AddBackward0>)
0.8,tensor(3.2380, dtype=torch.float64, grad_fn=<AddBackward0>)
0.778125,tensor(3.2563, dtype=torch.float64, grad_fn=<AddBackward0>)
0.75625,tensor(3.2710, dtype=torch.float64, grad_fn=<AddBackward0>)
0.734375,tensor(3.2555, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7,tensor(3.2795, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7218749999999999,tensor(3.2953, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7687499999999999,tensor(3.2458, dtype=torch.float64, grad_fn=<AddBackward0>)
0.759375,tensor(3.2857, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7531250000000002,tensor(3.2926, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7718750000000001,tensor(3.2738, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7718750000000001,tensor(3.2523, dtype=torch.float64, grad_fn=<AddBackward0>)
0.74375,tensor(3.2632, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7374999999999999,tensor(3.2999, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7625,tensor(3.2547, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7625,tensor(3.2605, dtype=torch.float64, grad_fn=<AddBackward0>)
0.734375,tensor(3.2814, dtype=torch.float64, grad_fn=<AddBackward0>)
0.71875,tensor(3.3151, dtype=torch.float64, grad_fn=<AddBackward0>)
0.721875,tensor(3.3273, dtype=torch.float64, grad_fn=<AddBackward0>)
0.734375,tensor(3.2959, dtype=torch.float64, grad_fn=<AddBackward0>)
0.784375,tensor(3.2861, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7906250000000001,tensor(3.2754, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7812500000000001,tensor(3.2249, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7875,tensor(3.2445, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7593750000000001,tensor(3.3353, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7593749999999999,tensor(3.3281, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7437500000000001,tensor(3.3093, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7125,tensor(3.3096, dtype=torch.float64, grad_fn=<AddBackward0>)
0.746875,tensor(3.2981, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7687499999999999,tensor(3.3280, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7625000000000001,tensor(3.3234, dtype=torch.float64, grad_fn=<AddBackward0>)
0.771875,tensor(3.2495, dtype=torch.float64, grad_fn=<AddBackward0>)
0.740625,tensor(3.2333, dtype=torch.float64, grad_fn=<AddBackward0>)
0.746875,tensor(3.3148, dtype=torch.float64, grad_fn=<AddBackward0>)
0.765625,tensor(3.3611, dtype=torch.float64, grad_fn=<AddBackward0>)
0.771875,tensor(3.2904, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7687499999999999,tensor(3.2882, dtype=torch.float64, grad_fn=<AddBackward0>)
0.75,tensor(3.3510, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7281250000000001,tensor(3.2607, dtype=torch.float64, grad_fn=<AddBackward0>)
0.725,tensor(3.1935, dtype=torch.float64, grad_fn=<AddBackward0>)
0.76875,tensor(3.2812, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7562500000000001,tensor(3.3476, dtype=torch.float64, grad_fn=<AddBackward0>)
0.759375,tensor(3.3055, dtype=torch.float64, grad_fn=<AddBackward0>)
0.759375,tensor(3.2909, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7406250000000001,tensor(3.2907, dtype=torch.float64, grad_fn=<AddBackward0>)
0.76875,tensor(3.2568, dtype=torch.float64, grad_fn=<AddBackward0>)
0.740625,tensor(3.3033, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7375,tensor(3.3002, dtype=torch.float64, grad_fn=<AddBackward0>)
0.759375,tensor(3.2771, dtype=torch.float64, grad_fn=<AddBackward0>)
0.74375,tensor(3.3181, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7531250000000002,tensor(3.3123, dtype=torch.float64, grad_fn=<AddBackward0>)
0.765625,tensor(3.3107, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7374999999999999,tensor(3.3260, dtype=torch.float64, grad_fn=<AddBackward0>)
0.721875,tensor(3.3219, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7468750000000001,tensor(3.3464, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7374999999999999,tensor(3.3407, dtype=torch.float64, grad_fn=<AddBackward0>)
0.71875,tensor(3.3435, dtype=torch.float64, grad_fn=<AddBackward0>)
0.75625,tensor(3.3023, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7843750000000002,tensor(3.2383, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7593749999999999,tensor(3.3003, dtype=torch.float64, grad_fn=<AddBackward0>)
0.76875,tensor(3.2756, dtype=torch.float64, grad_fn=<AddBackward0>)
0.765625,tensor(3.2496, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7406249999999999,tensor(3.2898, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7781250000000001,tensor(3.2558, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7875000000000001,tensor(3.2676, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7843749999999998,tensor(3.2720, dtype=torch.float64, grad_fn=<AddBackward0>)
0.79375,tensor(3.2609, dtype=torch.float64, grad_fn=<AddBackward0>)
0.78125,tensor(3.3135, dtype=torch.float64, grad_fn=<AddBackward0>)
0.775,tensor(3.3314, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7625,tensor(3.3362, dtype=torch.float64, grad_fn=<AddBackward0>)
0.746875,tensor(3.3299, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7374999999999999,tensor(3.3057, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7687499999999999,tensor(3.2601, dtype=torch.float64, grad_fn=<AddBackward0>)
0.775,tensor(3.2689, dtype=torch.float64, grad_fn=<AddBackward0>)
0.778125,tensor(3.2908, dtype=torch.float64, grad_fn=<AddBackward0>)
0.8125000000000001,tensor(3.2417, dtype=torch.float64, grad_fn=<AddBackward0>)
0.8125,tensor(3.2238, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7937500000000001,tensor(3.2376, dtype=torch.float64, grad_fn=<AddBackward0>)
0.79375,tensor(3.2025, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7843749999999999,tensor(3.2220, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7375,tensor(3.2569, dtype=torch.float64, grad_fn=<AddBackward0>)
0.73125,tensor(3.2438, dtype=torch.float64, grad_fn=<AddBackward0>)
0.73125,tensor(3.2747, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7343749999999999,tensor(3.2495, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7406250000000001,tensor(3.2570, dtype=torch.float64, grad_fn=<AddBackward0>)
0.759375,tensor(3.2845, dtype=torch.float64, grad_fn=<AddBackward0>)
0.784375,tensor(3.2657, dtype=torch.float64, grad_fn=<AddBackward0>)
0.765625,tensor(3.2603, dtype=torch.float64, grad_fn=<AddBackward0>)
0.790625,tensor(3.2481, dtype=torch.float64, grad_fn=<AddBackward0>)
0.80625,tensor(3.2260, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7687500000000002,tensor(3.2848, dtype=torch.float64, grad_fn=<AddBackward0>)
0.759375,tensor(3.3382, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7843749999999999,tensor(3.2909, dtype=torch.float64, grad_fn=<AddBackward0>)
0.775,tensor(3.2838, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7562500000000001,tensor(3.3038, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7468749999999998,tensor(3.2615, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7312500000000001,tensor(3.2733, dtype=torch.float64, grad_fn=<AddBackward0>)
0.725,tensor(3.2764, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7312500000000001,tensor(3.2560, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7437500000000001,tensor(3.3082, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7531250000000002,tensor(3.3254, dtype=torch.float64, grad_fn=<AddBackward0>)
0.759375,tensor(3.2974, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7625,tensor(3.2977, dtype=torch.float64, grad_fn=<AddBackward0>)
0.78125,tensor(3.3061, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7812500000000001,tensor(3.2811, dtype=torch.float64, grad_fn=<AddBackward0>)
0.7500000000000001,tensor(3.2616, dtype=torch.float64, grad_fn=<AddBackward0>)
0.740625,tensor(3.2780, dtype=torch.float64, grad_fn=<AddBackward0>)
