0.280625,tensor(3.7975, dtype=torch.float64, grad_fn=<AddBackward0>)
0.2925000000000001,tensor(3.7733, dtype=torch.float64, grad_fn=<AddBackward0>)
0.29875000000000007,tensor(3.7721, dtype=torch.float64, grad_fn=<AddBackward0>)
0.31625000000000003,tensor(3.7575, dtype=torch.float64, grad_fn=<AddBackward0>)
0.32875,tensor(3.7556, dtype=torch.float64, grad_fn=<AddBackward0>)
0.33625,tensor(3.7611, dtype=torch.float64, grad_fn=<AddBackward0>)
0.3375,tensor(3.7653, dtype=torch.float64, grad_fn=<AddBackward0>)
0.34437500000000004,tensor(3.7517, dtype=torch.float64, grad_fn=<AddBackward0>)
0.34437500000000015,tensor(3.7502, dtype=torch.float64, grad_fn=<AddBackward0>)
0.35375,tensor(3.7399, dtype=torch.float64, grad_fn=<AddBackward0>)
0.35500000000000004,tensor(3.7250, dtype=torch.float64, grad_fn=<AddBackward0>)
0.34687500000000004,tensor(3.7373, dtype=torch.float64, grad_fn=<AddBackward0>)
0.3525000000000001,tensor(3.7347, dtype=torch.float64, grad_fn=<AddBackward0>)
0.3487500000000001,tensor(3.7376, dtype=torch.float64, grad_fn=<AddBackward0>)
0.3431250000000001,tensor(3.7394, dtype=torch.float64, grad_fn=<AddBackward0>)
0.34937500000000005,tensor(3.7286, dtype=torch.float64, grad_fn=<AddBackward0>)
0.35812499999999997,tensor(3.7162, dtype=torch.float64, grad_fn=<AddBackward0>)
0.363125,tensor(3.7289, dtype=torch.float64, grad_fn=<AddBackward0>)
0.364375,tensor(3.7216, dtype=torch.float64, grad_fn=<AddBackward0>)
0.3656249999999999,tensor(3.7151, dtype=torch.float64, grad_fn=<AddBackward0>)
0.3675,tensor(3.7251, dtype=torch.float64, grad_fn=<AddBackward0>)
0.37625000000000003,tensor(3.7136, dtype=torch.float64, grad_fn=<AddBackward0>)
0.38250000000000006,tensor(3.7130, dtype=torch.float64, grad_fn=<AddBackward0>)
0.3850000000000001,tensor(3.7055, dtype=torch.float64, grad_fn=<AddBackward0>)
0.3831250000000001,tensor(3.7083, dtype=torch.float64, grad_fn=<AddBackward0>)
0.3881250000000001,tensor(3.7121, dtype=torch.float64, grad_fn=<AddBackward0>)
0.38812500000000005,tensor(3.7056, dtype=torch.float64, grad_fn=<AddBackward0>)
0.3862500000000001,tensor(3.6962, dtype=torch.float64, grad_fn=<AddBackward0>)
0.38812500000000016,tensor(3.6888, dtype=torch.float64, grad_fn=<AddBackward0>)
0.3925000000000002,tensor(3.6931, dtype=torch.float64, grad_fn=<AddBackward0>)
0.39250000000000007,tensor(3.6928, dtype=torch.float64, grad_fn=<AddBackward0>)
0.39250000000000007,tensor(3.6950, dtype=torch.float64, grad_fn=<AddBackward0>)
0.3918749999999999,tensor(3.6922, dtype=torch.float64, grad_fn=<AddBackward0>)
0.388125,tensor(3.6894, dtype=torch.float64, grad_fn=<AddBackward0>)
0.395,tensor(3.6865, dtype=torch.float64, grad_fn=<AddBackward0>)
0.395625,tensor(3.6801, dtype=torch.float64, grad_fn=<AddBackward0>)
0.4006249999999999,tensor(3.6801, dtype=torch.float64, grad_fn=<AddBackward0>)
0.40562499999999996,tensor(3.6752, dtype=torch.float64, grad_fn=<AddBackward0>)
0.40812499999999996,tensor(3.6711, dtype=torch.float64, grad_fn=<AddBackward0>)
0.404375,tensor(3.6669, dtype=torch.float64, grad_fn=<AddBackward0>)
0.406875,tensor(3.6604, dtype=torch.float64, grad_fn=<AddBackward0>)
