0.279375,tensor(3.8055, dtype=torch.float64, grad_fn=<AddBackward0>)
0.29500000000000004,tensor(3.7963, dtype=torch.float64, grad_fn=<AddBackward0>)
0.3125,tensor(3.7698, dtype=torch.float64, grad_fn=<AddBackward0>)
0.31625000000000003,tensor(3.7657, dtype=torch.float64, grad_fn=<AddBackward0>)
0.33125000000000004,tensor(3.7639, dtype=torch.float64, grad_fn=<AddBackward0>)
0.345,tensor(3.7601, dtype=torch.float64, grad_fn=<AddBackward0>)
0.35187499999999994,tensor(3.7500, dtype=torch.float64, grad_fn=<AddBackward0>)
0.3568749999999999,tensor(3.7491, dtype=torch.float64, grad_fn=<AddBackward0>)
0.3574999999999999,tensor(3.7349, dtype=torch.float64, grad_fn=<AddBackward0>)
0.35562499999999986,tensor(3.7320, dtype=torch.float64, grad_fn=<AddBackward0>)
0.35,tensor(3.7265, dtype=torch.float64, grad_fn=<AddBackward0>)
0.3499999999999999,tensor(3.7261, dtype=torch.float64, grad_fn=<AddBackward0>)
0.3424999999999999,tensor(3.7473, dtype=torch.float64, grad_fn=<AddBackward0>)
0.3581249999999999,tensor(3.7343, dtype=torch.float64, grad_fn=<AddBackward0>)
0.36499999999999994,tensor(3.7317, dtype=torch.float64, grad_fn=<AddBackward0>)
0.364375,tensor(3.7230, dtype=torch.float64, grad_fn=<AddBackward0>)
0.36625,tensor(3.7250, dtype=torch.float64, grad_fn=<AddBackward0>)
0.37437500000000007,tensor(3.7182, dtype=torch.float64, grad_fn=<AddBackward0>)
0.3756250000000001,tensor(3.7275, dtype=torch.float64, grad_fn=<AddBackward0>)
0.3693750000000001,tensor(3.7292, dtype=torch.float64, grad_fn=<AddBackward0>)
0.3837500000000001,tensor(3.7211, dtype=torch.float64, grad_fn=<AddBackward0>)
0.38812500000000005,tensor(3.7088, dtype=torch.float64, grad_fn=<AddBackward0>)
0.3975,tensor(3.6907, dtype=torch.float64, grad_fn=<AddBackward0>)
0.39,tensor(3.6962, dtype=torch.float64, grad_fn=<AddBackward0>)
0.38250000000000006,tensor(3.6983, dtype=torch.float64, grad_fn=<AddBackward0>)
0.38,tensor(3.7108, dtype=torch.float64, grad_fn=<AddBackward0>)
0.37687500000000007,tensor(3.7129, dtype=torch.float64, grad_fn=<AddBackward0>)
0.37812499999999993,tensor(3.7067, dtype=torch.float64, grad_fn=<AddBackward0>)
0.38187499999999996,tensor(3.6919, dtype=torch.float64, grad_fn=<AddBackward0>)
0.3856249999999999,tensor(3.6908, dtype=torch.float64, grad_fn=<AddBackward0>)
0.3918749999999999,tensor(3.6850, dtype=torch.float64, grad_fn=<AddBackward0>)
0.3906249999999999,tensor(3.6800, dtype=torch.float64, grad_fn=<AddBackward0>)
0.38375000000000004,tensor(3.6876, dtype=torch.float64, grad_fn=<AddBackward0>)
0.39062500000000006,tensor(3.6830, dtype=torch.float64, grad_fn=<AddBackward0>)
0.39875,tensor(3.6747, dtype=torch.float64, grad_fn=<AddBackward0>)
0.40375000000000005,tensor(3.6590, dtype=torch.float64, grad_fn=<AddBackward0>)
0.4125,tensor(3.6490, dtype=torch.float64, grad_fn=<AddBackward0>)
0.41124999999999995,tensor(3.6478, dtype=torch.float64, grad_fn=<AddBackward0>)
0.41625,tensor(3.6526, dtype=torch.float64, grad_fn=<AddBackward0>)
0.421875,tensor(3.6597, dtype=torch.float64, grad_fn=<AddBackward0>)
0.4156250000000001,tensor(3.6672, dtype=torch.float64, grad_fn=<AddBackward0>)
0.41874999999999996,tensor(3.6845, dtype=torch.float64, grad_fn=<AddBackward0>)
0.42374999999999996,tensor(3.6779, dtype=torch.float64, grad_fn=<AddBackward0>)
0.42375,tensor(3.6729, dtype=torch.float64, grad_fn=<AddBackward0>)
0.4243750000000001,tensor(3.6733, dtype=torch.float64, grad_fn=<AddBackward0>)
0.42625000000000013,tensor(3.6734, dtype=torch.float64, grad_fn=<AddBackward0>)
0.4262500000000002,tensor(3.6717, dtype=torch.float64, grad_fn=<AddBackward0>)
0.4262500000000001,tensor(3.6679, dtype=torch.float64, grad_fn=<AddBackward0>)
0.42437499999999995,tensor(3.6605, dtype=torch.float64, grad_fn=<AddBackward0>)
0.42562499999999986,tensor(3.6438, dtype=torch.float64, grad_fn=<AddBackward0>)
0.4249999999999998,tensor(3.6370, dtype=torch.float64, grad_fn=<AddBackward0>)
0.4231249999999999,tensor(3.6353, dtype=torch.float64, grad_fn=<AddBackward0>)
0.433125,tensor(3.6247, dtype=torch.float64, grad_fn=<AddBackward0>)
0.4287500000000001,tensor(3.6188, dtype=torch.float64, grad_fn=<AddBackward0>)
0.4293750000000001,tensor(3.6187, dtype=torch.float64, grad_fn=<AddBackward0>)
0.4350000000000001,tensor(3.6205, dtype=torch.float64, grad_fn=<AddBackward0>)
0.4350000000000001,tensor(3.6227, dtype=torch.float64, grad_fn=<AddBackward0>)
0.4418750000000002,tensor(3.6220, dtype=torch.float64, grad_fn=<AddBackward0>)
0.44125000000000014,tensor(3.6275, dtype=torch.float64, grad_fn=<AddBackward0>)
0.44062500000000004,tensor(3.6378, dtype=torch.float64, grad_fn=<AddBackward0>)
0.4418750000000001,tensor(3.6372, dtype=torch.float64, grad_fn=<AddBackward0>)
0.44187499999999996,tensor(3.6371, dtype=torch.float64, grad_fn=<AddBackward0>)
0.43750000000000006,tensor(3.6436, dtype=torch.float64, grad_fn=<AddBackward0>)
0.4443750000000001,tensor(3.6468, dtype=torch.float64, grad_fn=<AddBackward0>)
0.44750000000000006,tensor(3.6481, dtype=torch.float64, grad_fn=<AddBackward0>)
0.4387500000000002,tensor(3.6482, dtype=torch.float64, grad_fn=<AddBackward0>)
0.44062500000000004,tensor(3.6408, dtype=torch.float64, grad_fn=<AddBackward0>)
0.4368750000000001,tensor(3.6371, dtype=torch.float64, grad_fn=<AddBackward0>)
0.4381250000000001,tensor(3.6380, dtype=torch.float64, grad_fn=<AddBackward0>)
0.44125,tensor(3.6210, dtype=torch.float64, grad_fn=<AddBackward0>)
0.43625,tensor(3.6361, dtype=torch.float64, grad_fn=<AddBackward0>)
0.43249999999999994,tensor(3.6362, dtype=torch.float64, grad_fn=<AddBackward0>)
0.4262499999999999,tensor(3.6333, dtype=torch.float64, grad_fn=<AddBackward0>)
0.4249999999999999,tensor(3.6323, dtype=torch.float64, grad_fn=<AddBackward0>)
0.4237499999999999,tensor(3.6256, dtype=torch.float64, grad_fn=<AddBackward0>)
0.4256249999999999,tensor(3.6320, dtype=torch.float64, grad_fn=<AddBackward0>)
0.421875,tensor(3.6414, dtype=torch.float64, grad_fn=<AddBackward0>)
0.42937500000000006,tensor(3.6417, dtype=torch.float64, grad_fn=<AddBackward0>)
0.4400000000000001,tensor(3.6191, dtype=torch.float64, grad_fn=<AddBackward0>)
0.44437500000000013,tensor(3.6311, dtype=torch.float64, grad_fn=<AddBackward0>)
0.45187500000000014,tensor(3.6140, dtype=torch.float64, grad_fn=<AddBackward0>)
0.4581250000000001,tensor(3.6093, dtype=torch.float64, grad_fn=<AddBackward0>)
0.4656250000000001,tensor(3.6108, dtype=torch.float64, grad_fn=<AddBackward0>)
0.468125,tensor(3.6065, dtype=torch.float64, grad_fn=<AddBackward0>)
0.47437499999999994,tensor(3.6075, dtype=torch.float64, grad_fn=<AddBackward0>)
0.474375,tensor(3.5937, dtype=torch.float64, grad_fn=<AddBackward0>)
0.481875,tensor(3.5845, dtype=torch.float64, grad_fn=<AddBackward0>)
0.48,tensor(3.5807, dtype=torch.float64, grad_fn=<AddBackward0>)
0.4712500000000001,tensor(3.6030, dtype=torch.float64, grad_fn=<AddBackward0>)
0.4700000000000001,tensor(3.6031, dtype=torch.float64, grad_fn=<AddBackward0>)
0.46812500000000007,tensor(3.6133, dtype=torch.float64, grad_fn=<AddBackward0>)
0.4693750000000001,tensor(3.5994, dtype=torch.float64, grad_fn=<AddBackward0>)
0.4662500000000001,tensor(3.6012, dtype=torch.float64, grad_fn=<AddBackward0>)
0.46875,tensor(3.6098, dtype=torch.float64, grad_fn=<AddBackward0>)
0.4625,tensor(3.6072, dtype=torch.float64, grad_fn=<AddBackward0>)
0.4674999999999999,tensor(3.6087, dtype=torch.float64, grad_fn=<AddBackward0>)
0.4593749999999999,tensor(3.6142, dtype=torch.float64, grad_fn=<AddBackward0>)
0.46624999999999994,tensor(3.6127, dtype=torch.float64, grad_fn=<AddBackward0>)
0.47125000000000006,tensor(3.6075, dtype=torch.float64, grad_fn=<AddBackward0>)
0.4693750000000001,tensor(3.5978, dtype=torch.float64, grad_fn=<AddBackward0>)
0.4700000000000002,tensor(3.5914, dtype=torch.float64, grad_fn=<AddBackward0>)
0.46812500000000007,tensor(3.6031, dtype=torch.float64, grad_fn=<AddBackward0>)
0.4700000000000001,tensor(3.5977, dtype=torch.float64, grad_fn=<AddBackward0>)
0.46687500000000004,tensor(3.6035, dtype=torch.float64, grad_fn=<AddBackward0>)
0.46937500000000004,tensor(3.6012, dtype=torch.float64, grad_fn=<AddBackward0>)
0.47125000000000017,tensor(3.6035, dtype=torch.float64, grad_fn=<AddBackward0>)
0.47375000000000017,tensor(3.5974, dtype=torch.float64, grad_fn=<AddBackward0>)
